Run_ID,File_Location,Clone_Run_ID,Clone_Frame_ID,N_Cells,Therm_kT,Therm_Seed,Density_Start,Density_End,BoxLength_Start,BoxLength_End,dt,Nsteps,This_LJ_Time,Cumulative_LJ_Time,Ensemble,T_Set,P_Set,LJ_r_cut,LJ_r_on,LJ_Mode,Phase_Separation_Status,Phase_Separation_Method,Phase_Separation_Method_Version,rho_liquid,rho_liquid_unc,rho_gas,rho_gas_unc,V_liquid,V_liquid_unc,V_gas,V_gas_unc,Phase_Fit_Status,Phase_Fit_Method,Phase_Fit_Method_Version,Summary_Start_Step,Summary_End_Step,Summary_Num_Samples,Pressure_Mean,Pressure_Std,Pressure_SEM,PE_Per_Particle_Mean,PE_Per_Particle_Std,PE_Per_Particle_SEM,Num_Frames
20260915182528,Thermalization/20260915182528,,,40,0.96,1,0.5200000000000005,0.5200000000000005,78.96092134994282,78.96092134994282,0.002,100000,200,200,NVT,0.96,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6417261802876815,0.00042981481312424756,0.03883422553154025,0.0005804119241203868,390344.26654183445,1334.7777856621265,101963.44243656534,1334.777785662127,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.019844495718453238,0.03144882273968962,0.0031448822739689624,-3.784057601658053,0.1490348411073925,0.014903484110739251,6
20260915182607,Thermalization/20260915182607,,,40,0.96,1,0.5400000000000005,0.5400000000000005,77.97380635234308,77.97380635234308,0.002,100000,200,200,NVT,0.96,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6411429771718135,0.0004164957525256104,0.041194601984335076,0.0007800401060433471,391664.5481707256,1197.8005661554382,82409.56121970828,1197.8005661554387,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.025844956743392676,0.034321648564928815,0.0034321648564928815,-3.8147283897036766,0.13123022272539872,0.013123022272539872,6
20260915182804,Thermalization/20260915182804,,,40,0.96,1,0.5600000000000004,0.5600000000000004,77.03427142216714,77.03427142216714,0.002,100000,200,200,NVT,0.96,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6424036147708455,0.0003818785777607098,0.03714710891220135,0.0006983345008532,393857.8338349542,1076.5969009600528,63285.02006898331,1076.596900960053,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.030724747033863454,0.03694853032017808,0.003694853032017808,-3.8564921612661327,0.12645562769961122,0.012645562769961122,6
20260915183000,Thermalization/20260915183000,,,40,0.96,1,0.5800000000000003,0.5800000000000003,76.13844285242617,76.13844285242617,0.002,100000,200,200,NVT,0.96,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6403881177310351,0.0003805627147663724,0.03749034028502293,0.0009934263069532455,395493.6703397319,910.0060154112616,45885.642452694636,910.0060154112625,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.03971532346194644,0.036242824770991076,0.0036242824770991076,-3.879734811517096,0.10314347277882539,0.01031434727788254,6
20260915183137,Thermalization/20260915183137,,,40,0.96,1,0.6000000000000004,0.6000000000000003,75.28288231048226,75.28288231048226,0.002,100000,200,200,NVT,0.96,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6327664012976144,0.00037557445621943305,0.03288941182668959,0.0012063997349985517,402013.3749275746,685.849809944743,24653.29819916197,685.8498099447448,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.05708316956725199,0.03107581384933533,0.003107581384933533,-3.886014103356924,0.07541123090325536,0.0075411230903255355,6
20260915183156,Thermalization/20260915183156,,,40,0.98,1,0.5000000000000003,0.5000000000000002,79.99999999999999,79.99999999999999,0.002,100000,200,200,NVT,0.98,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6231437291654047,0.00047452628977438083,0.0482187074227183,0.0006846557617417301,399916.58140318183,1417.2518211503989,112083.41859681817,1417.2518211503989,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.008372515452588056,0.02569628865040647,0.0025696288650406468,-3.635792077037747,0.14481016208417427,0.014481016208417427,6
20260915183350,Thermalization/20260915183350,,,40,0.98,1,0.5200000000000005,0.5200000000000005,78.96092134994282,78.96092134994282,0.002,100000,200,200,NVT,0.98,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6251644806454735,0.000439844353045536,0.04446519603302983,0.0007262649525759699,401381.21081740235,1288.8011259266543,90926.49816099748,1288.8011259266548,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.012799621341362942,0.027817312261491218,0.002781731226149122,-3.686000436799618,0.13765695148807922,0.013765695148807922,6
20260915183544,Thermalization/20260915183544,,,40,0.98,1,0.5400000000000005,0.5400000000000005,77.97380635234308,77.97380635234308,0.002,100000,200,200,NVT,0.98,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6246322928776631,0.00042086771841708386,0.04513671201066467,0.0008322420167712559,402865.61842476844,1147.0395459990964,71208.49096566543,1147.0395459990966,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.018044645490503095,0.028192578282194968,0.002819257828219497,-3.7233523312977646,0.11777430516127613,0.011777430516127613,6
20260915183740,Thermalization/20260915183740,,,40,0.98,1,0.5600000000000004,0.5600000000000004,77.03427142216714,77.03427142216714,0.002,100000,200,200,NVT,0.98,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6196474315692124,0.00041815852396691946,0.0446460227739661,0.0012543279854048148,407326.1673643022,961.2875227920827,49816.68653963532,961.2875227920828,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.027951817634999383,0.027186555482433792,0.002718655548243379,-3.7426408478078796,0.0906564920673144,0.00906564920673144,6
20260915183749,Thermalization/20260915183749,,,40,0.98,1,0.5800000000000003,0.5800000000000003,76.13844285242617,76.13844285242617,0.002,100000,200,200,NVT,0.98,,2.5,2,xplor,Separated,voxel_histogram,voxel_low_density_fraction_v1,0.6145692613714825,0.0003986586440621382,0.04167021071898779,0.0017130916525530623,412862.019020701,741.3208463227184,28517.29377172555,741.3208463227182,Complete,averaged_voxel_histogram_mixture,terminal_5_saved_frames_log_stride_10_v2,1000,100000,100,-0.04056419639507152,0.024445606771269952,0.0024445606771269952,-3.76015888374917,0.06836936585148272,0.006836936585148272,6
