Run_ID,N_Cells,Therm_kT,Nsteps,Nc,V,rho_c,uc,uc_uncertainty,rho_liquid,rho_liquid_uncertainty,u_EOS,u_EOS_uncertainty,u_EOS_mean_uncertainty,u_EOS_density_uncertainty,u_EOS_density_slope,P_EOS,P_EOS_uncertainty,P_EOS_mean_uncertainty,P_EOS_density_uncertainty,P_EOS_density_slope,Q,Q_uncertainty,Q_uncertainty_uc_component,Q_uncertainty_u_EOS_component,Q_uncertainty_P_EOS_component,Q_uncertainty_rho_liquid_component,T_K,T_C,P_bar,P_psia,Q_MD_keV,Q_MD_uncertainty_keV,rho_liquid_mol_L,rho_liquid_uncertainty_mol_L,Q_REFPROP_keV,Rc_REFPROP_nm,Pvap_REFPROP_psia,Pbub_REFPROP_psia,REFPROP_P_err_psia,REFPROP_G_err_J_kg,REFPROP_iterations,REFPROP_errID,superheat_margin_psia,Q_MD_over_REFPROP,Q_difference_keV,valid_REFPROP
20260922151853,15,1.0,500000,10840,21259.84048369047,0.5098815303113835,-3.600570035247634,0.0021692667586782,0.6054227712528067,0.0022163848275479,-3.815754645216421,0.0125386463250785,0.0001318667039887,0.0125379528966168,-5.656938605958516,0.0020968627345891,0.0033687394895715,0.0004653874509554,0.0033364382609441,1.505351516340821,2339.63614010964,138.4003588676979,23.51485166407237,135.91892616385098,11.302110662860896,0.1374443680611731,128.5995507884122,-144.5504492115878,0.9827395556575732,14.253432219569952,0.0259275011228337,0.0015337557727849,26.5371054687272,0.0971768520479279,(0.057492949138018744+0j),4.083684985223935,274.61870054742565,252.6213073265502,1.7158742574049835e-11,0.0004653644971572358,70,,260.3652683278557,(0.45096836240895577+0j),(-0.031565448015185044+0j),True
20260922151722,15,1.0,500000,10967,21951.21943063873,0.4996077796339939,-3.593669301281231,0.0018580869170857,0.60955812626623,0.0025686200171685,-3.839148094641199,0.0145312326409453,0.0001433311163994,0.0145305257391584,-5.656938605958516,0.0083220256746533,0.003893780123119,0.0004586284621587,0.003866676037748,1.505351516340821,2725.116970842165,161.40085649062237,20.377639219679565,159.36402837324755,15.41741463269673,0.6309377412255207,128.5995507884122,-144.5504492115878,3.900295273873691,56.56900040547306,0.0301993425858315,0.0017886477182842,26.71836781522724,0.1126127063872732,(0.0862805322742295+0j),4.879604116607346,274.61870054742565,256.05635414819864,-4.872464557964422e-12,0.00014189201055172558,40,,218.0497001419526,(0.35001340151504284+0j),(-0.056081189688397995+0j),True
20260922151149,15,1.0,500000,10910,22131.147918868603,0.4929703619529983,-3.5938490168974533,0.0023084225585455,0.6115473314549731,0.0023795760464323,-3.8505934968121385,0.0137580448272329,0.0001438758817263,0.0137572925097494,-5.781404855867217,0.0120018393382978,0.0046610745463456,0.0004820012412536,0.0046360857121089,1.9482822240792568,2852.584029985649,153.50934603936594,25.184890113732365,150.10026906511126,20.001393822882942,0.8331285111956386,128.5995507884122,-144.5504492115878,5.624918629069769,81.58254743943402,0.0316119136529343,0.0017011993252789,26.80555936202582,0.104328543371999,(0.11475815751599103+0j),5.514245205713996,274.61870054742565,258.11066257030063,4.435509191514144e-12,0.00010484487721450306,32,,193.03615310799162,(0.2754655036050864+0j),(-0.08314624386305672+0j),True
20260921235908,20,1.0,500000,29372,50393.70116582305,0.5828506206231991,-3.758868596623699,0.0015363753602075,0.6000766249471945,0.0011053425266705,-3.785960221073801,0.0061540525018291,0.0001515760411393,0.00615218553841,-5.565863422391976,-0.0055763433346526,0.0016639720688456,0.0005224589138292,0.0015798226891834,1.4292607504589947,787.668350365146,186.320885048268,45.126417080016274,180.75683008372445,2.407133241683493,0.5027666761515085,128.5995507884122,-144.5504492115878,-2.613472537087422,-37.90521451042808,0.008728823977542,0.0020647824257849,26.30277128920881,0.0485038890561641,(1.3956300937958495+0.12905048607425795j),25.68035361642163,274.61870054742565,0.0,37.90521451042808,0.0,1,,312.52391505785374,(0.006201373232459385-0.0005734257476493202j),(-1.3869012698183074-0.12905048607425795j),True
20260921225122,20,1.0,500000,29413,50793.64695577399,0.5790684812533718,-3.7575215481709767,0.0007583319796568,0.6024555123938153,0.0011345015475918,-3.799200783698936,0.0063160655889332,0.0001414865276681,0.0063144806663885,-5.565863422391976,-0.0021762928774379,0.0016954342345863,0.0004952168719737,0.001621498533308,1.4292607504589947,1221.620173436139,187.1386179450202,22.304818517645742,185.77443716729263,3.3430313999039183,0.2000837375303044,128.5995507884122,-144.5504492115878,-1.0199661904779684,-14.793358910340167,0.0135378137973871,0.0020738471801181,26.407043526836365,0.0497810267111079,(8.935003397081763+0.45248327472837585j),65.8011015911819,274.61870054742565,0.0,14.793358910340167,0.0,1,,289.4120594577658,(0.0015112679036076682-7.653309345574807e-05j),(-8.921465583284377-0.45248327472837585j),True
20260918194755,20,1.0,500000,31470,54700.86077077582,0.5753108736602001,-3.7591772741418,0.0010090586345003,0.6060187953391385,0.0010644705027369,-3.819126316880472,0.0060231243715812,0.0001335190569089,0.0060216442818368,-5.656938605958516,0.0029940884967242,0.0016683443241612,0.0004644132854705,0.0016024022853951,1.505351516340821,1894.895324519412,192.2451118270041,31.7550752277257,189.54772397366145,4.624280600161792,0.2731007038189978,128.5995507884122,-144.5504492115878,1.4032435935520735,20.35232766717841,0.0209989492861172,0.0021304429474981,26.563230607707613,0.0467155655662953,(0.06065919897105291+0j),4.182054667127805,274.61870054742565,253.11334826919853,8.038329854509834e-13,0.00037124900734897406,62,,254.26637288024725,(0.34617913922895815+0j),(-0.039660249684935714+0j),True
20260921235345,20,1.0,500000,29454,52032.51481517034,0.5660691224444246,-3.744110953203212,0.0011489184852498,0.606782273075381,0.0011525912321949,-3.823445263561412,0.0065215484708198,0.0001356356402751,0.0065201378382929,-5.656938605958516,0.0041433908646693,0.0017958112161239,0.0004631654270765,0.0017350549591058,1.505351516340821,2351.1782472660443,195.14488811853928,33.84024506454993,192.08568865952836,6.26956376484839,0.3820407853313776,128.5995507884122,-144.5504492115878,1.9418887226582144,28.164714778205678,0.0260554090445516,0.0021625835722818,26.59669563441576,0.0505738606314542,(0.06511504137233098+0j),4.315176862671561,274.61870054742565,253.7451124102642,4.905442321470103e-13,0.0002780284869190715,55,,246.45398576921997,(0.4001442446387387+0j),(-0.039059632327779384+0j),True
20260918192601,20,1.0,500000,31472,54237.28185890924,0.5802650671519646,-3.7658502133739935,0.0010734245632904,0.6070779976022066,0.0010935333527608,-3.825118159053941,0.0061875558638163,0.0001364554750715,0.0061860510401363,-5.656938605958516,0.0045885602295454,0.0017099390094193,0.0004626820831417,0.0016461520907478,1.505351516340821,1876.2727211912872,197.68628443757035,33.78281785587662,194.734758146029,4.0961733269739735,0.4284930940055285,128.5995507884122,-144.5504492115878,2.1505268641130915,31.190755187919613,0.0207925763546932,0.0021907406998595,26.60965793667905,0.0479881322789437,(0.06697453088721476+0j),4.369036955338474,274.61870054742565,253.99026969985346,3.7470983783330454e-12,0.00023873985484928784,53,,243.42794535950603,(0.3104549756340651+0j),(-0.046181954532521566+0j),True
20260921235106,20,1.0,500000,29385,51199.99517794759,0.5739258353027433,-3.7615181345206152,0.0009260478113692,0.6080365586623476,0.0011277171761795,-3.8305406801212207,0.0063809434319137,0.0001391128864131,0.0063794268305324,-5.656938605958516,0.006031531574934,0.001759121850088,0.0004611153727999,0.0016976107611654,1.505351516340821,2045.551924818454,189.53645910509968,27.211914937086863,187.50402274678632,5.0527414982454095,0.5406224934430681,128.5995507884122,-144.5504492115878,2.826806238724441,40.999358262888094,0.0226685034131246,0.0021004280786953,26.651673924776983,0.0494849659197615,(0.0735845203956467+0j),4.553213757564531,274.61870054742565,254.786666384961,8.401085253072329e-12,0.00018971647852263345,47,,233.61934228453754,(0.3080607618455808+0j),(-0.0509160169825221+0j),True
20260921235629,20,1.0,500000,29484,52892.56867628704,0.5574318044647802,-3.7391182566773855,0.0012466779191012,0.6087358160722741,0.001151072514258,-3.834496336358936,0.006513074074764,0.0001410514322701,0.0065115465441642,-5.656938605958516,0.0070841597772794,0.0017927805885239,0.0004599724786628,0.0017327687547566,1.505351516340821,2843.706817840063,195.68203383027625,36.75705176678145,192.03147602034235,7.991793800913371,0.6488132704292957,128.5995507884122,-144.5504492115878,3.320142953036479,48.15460237450512,0.0315135377029622,0.0021685438635257,26.68232402338264,0.0505077041593949,(0.07904498145578823+0j),4.697635950554606,274.61870054742565,255.3693211777336,-5.647442000347934e-12,0.00019672560731172478,43,,226.46409817292053,(0.39867853875819403+0j),(-0.04753144375282603+0j),True
20260921230414,20,1.0,500000,29476,52459.01728917001,0.561886240405903,-3.7465098723144137,0.0011552584601978,0.6091002516871961,0.0011746919883692,-3.8365579262583744,0.006646678799929,0.0001420617542795,0.0066451604591159,-5.656938605958516,0.0076327634828107,0.0018270189204297,0.0004593768305914,0.0017683243659249,1.505351516340821,2685.2937482187285,198.994813052764,34.05239837279041,195.9175043067092,7.429255870592641,0.7123555328227906,128.5995507884122,-144.5504492115878,3.5772578098712167,51.883738098655535,0.0297580275319293,0.0022052525684669,26.698298094410283,0.0515419897299063,(0.08213499909838673+0j),4.776584601661872,274.61870054742565,255.67355733381302,-3.850153889288299e-12,0.0002136779802194781,41,,222.73496244877012,(0.3623062988809821+0j),(-0.05237697156645743+0j),True
20260918192848,20,1.0,500000,31450,55172.41409905331,0.5700312468389822,-3.747754409732136,0.0016154239151312,0.6091028891893034,0.0011119043255332,-3.836572846445869,0.0062915787284397,0.000142069066206,0.006289974505241,-5.656938605958516,0.0076367338506074,0.0017356994338729,0.000459372519753,0.0016738068624673,1.505351516340821,2820.367009399485,204.3820083545657,50.805082130878056,197.87015100942912,6.14281613513489,0.7198042484870588,128.5995507884122,-144.5504492115878,3.5791186076334944,51.91072668848715,0.0312548894032649,0.0022649542630547,26.698413702337376,0.0487928189871363,(0.08215801771120845+0j),4.777165610610757,274.61870054742565,255.67576057636583,5.771108613494239e-13,0.0002126892109469739,41,,222.7079738589385,(0.38042409339923666+0j),(-0.05090312830794355+0j),True
20260921225400,20,1.0,500000,29418,51612.89910571946,0.5699737954991189,-3.760035725802428,0.0013885687614057,0.6119409860184291,0.0011474759393328,-3.852869373216837,0.0066355791937659,0.0001437028233273,0.0066340229676499,-5.781404855867217,0.0127687895267068,0.0022882767823643,0.0004881312173171,0.0022356069751609,1.9482822240792568,2776.1771072655324,199.601448949148,40.8489158230337,195.2054687222075,8.099666974184325,1.1510319424823974,128.5995507884122,-144.5504492115878,5.98436623378682,86.79589419120195,0.0307651834538849,0.0022119766295705,26.82281416836068,0.0503507914587871,(0.12243935721326067+0j),5.6678103737492025,274.61870054742565,258.5411094232708,-9.035907200556695e-12,8.312464658057356e-05,31,,187.82280635622368,(0.2512687435976911+0j),(-0.09167417375937577+0j),True
