Therm_kT,runs,liquid_mean,liquid_std,mean_liquid_reported_unc,gas_mean,gas_std,mean_gas_reported_unc,liquid_scatter_over_reported_unc,gas_scatter_over_reported_unc
0.86,6,0.7145393096044712,0.0013326370825887466,0.00036174870799122934,0.02044390216085049,0.0008065583462752099,0.00032871610194839694,3.6838751684527278,2.4536624202298016
0.88,6,0.7013662474516719,0.0014793333904605977,0.00036772290665870386,0.02360671822166671,0.001134686323552692,0.00037636397762961854,4.022956861465302,3.0148643095417116
0.9,6,0.6869421084898218,0.0015909492360251755,0.00038124665122535767,0.027306469090710977,0.0007040423140591389,0.00045151241156144275,4.173018257109238,1.5592978089447966
0.92,6,0.6738492801517523,0.002039019893338078,0.0003809848155098108,0.03039770948342278,0.001377011075419558,0.0004956146820694771,5.351971549337432,2.7783904013289975
0.94,6,0.6577632742978392,0.0024233290182823497,0.00039360310014543526,0.03597847819436431,0.001279982397170815,0.0006687831225799457,6.156783362191345,1.913897575993041
0.96,6,0.6400332428795493,0.0036241685002214204,0.000406125961126891,0.03834710665555786,0.0033993261839173118,0.0008020768663707903,8.923754812830289,4.238155127573328
0.98,5,0.6214314391258473,0.004398441979893644,0.0004304111058532117,0.04482736979187334,0.0023306959003007036,0.0010421164738093666,10.219164701093234,2.2365023093637952
1.0,3,0.6021137444027681,0.0017072286192368544,0.00047434997443696736,0.04963375864505703,0.0012870144694053314,0.0012603291557649575,3.5990907794677547,1.021173289150942
