temperature_K,temperature_C,pressure_fraction_of_Pvap,pressure_bar,pressure_psia,Pvap_bar_direct,Q_keV,Rc_nm,Pvap_psia,Pbub_psia,Rho_l_g_cc,Rho_b_g_cc,Sigma_N_m,P_err_psia,G_err_J_kg,iterations,errID,valid
110.0,-163.14999999999998,0.55,3.658934559583341,53.0683592011994,6.652608290151528,19.832579638352996,49.427382730422615,96.48792564085836,95.33229862942807,1.2410452016643947,0.0328220126410009,0.007201559892297763,-4.113975997333751e-12,1.1511796911626522e-05,14.0,,True
110.0,-163.14999999999998,0.7,4.656825803106069,67.54154807425377,6.652608290151528,61.13544779397866,74.1453555160431,96.48792564085836,95.71588071148084,1.2416229006695538,0.03297616795310365,0.007201559892297763,2.6382210804545094e-13,8.961851342687615e-06,10.0,,True
110.0,-163.14999999999998,0.85,5.654717046628799,82.01473694730815,6.652608290151528,443.04272224667176,148.29930981180578,96.48792564085836,96.10108645537684,1.242198122705451,0.03313121869860353,0.007201559892297763,-3.6275539856249505e-12,1.922488024609733e-06,7.0,,True
115.0,-158.14999999999998,0.1,0.9098102230488729,13.195681676028398,9.09810223048873,1.1038855135956296,15.501181161152305,131.9568165147942,127.58639355189672,1.198399015056965,0.04330852427273058,0.006112861299725386,-5.1280422251334524e-12,0.00025939714144005186,41.0,,True
115.0,-158.14999999999998,0.25,2.2745255576221823,32.989204190071,9.09810223048873,1.7548216856787895,18.60355368883656,131.9568165147942,128.30385092904598,1.1993814663633247,0.04360467256573144,0.006112861299725386,6.04317516241611e-12,8.1132719313939e-05,27.0,,True
115.0,-158.14999999999998,0.4,3.6392408921954917,52.78272670411359,9.09810223048873,3.132623471644059,23.25713008449796,131.9568165147942,129.0256312025896,1.2003562826474552,0.04390347940245771,0.006112861299725386,-9.068884964062376e-14,3.147733205003578e-05,20.0,,True
115.0,-158.14999999999998,0.55,5.003956226768802,72.5762492181562,9.09810223048873,6.7349874549828685,31.01311460651951,131.9568165147942,129.75177545724782,1.2013236136769416,0.04420498543639373,0.006112861299725386,4.4519980732669844e-12,1.5336055023061533e-05,15.0,,True
115.0,-158.14999999999998,0.7,6.3686715613421105,92.36977173219879,9.09810223048873,20.427850762422356,46.52511992513848,131.9568165147942,130.48232578459402,1.2022836044185774,0.04450923244464826,0.006112861299725386,-5.441330978437426e-13,7.363747029674474e-06,11.0,,True
115.0,-158.14999999999998,0.85,7.7333868959154195,112.16329424624138,9.09810223048873,145.22215874225125,93.06120959822768,131.9568165147942,131.2173249814574,1.2032363952518914,0.04481626323026204,0.006112861299725386,2.1105768643636075e-12,7.323221832689499e-07,8.0,,True
120.0,-153.14999999999998,0.1,1.213037738843543,17.59362497505022,12.130377388435429,0.39352259368058157,9.765035047222971,175.936249423194,167.95532898495966,1.1531194344402163,0.05664634914821247,0.005061742317535675,3.674959520664367e-12,0.00022913688578351206,46.0,,True
120.0,-153.14999999999998,0.25,3.0325943471088572,43.984062437625546,12.130377388435429,0.6175923605297287,11.72068591365925,175.936249423194,169.25721797076673,1.1547923858096767,0.05720888398261298,0.005061742317535675,-1.2820105562833632e-11,0.00013390718072780946,29.0,,True
120.0,-153.14999999999998,0.4,4.852150955374172,70.37449990020087,12.130377388435429,1.0864908095129608,14.654198929371564,175.936249423194,170.57017190476392,1.1564416267045776,0.05777932280383676,0.005061742317535675,-2.7866210162300755e-12,3.469006949236042e-05,22.0,,True
120.0,-153.14999999999998,0.55,6.671707563639487,96.76493736277621,12.130377388435429,2.296658319983043,19.543436917169533,175.936249423194,171.89436908146203,1.1580679975929775,0.058357875219214594,0.005061742317535675,-3.4626651680965436e-13,2.6241476599576907e-05,16.0,,True
120.0,-153.14999999999998,0.7,8.491264171904799,123.15537482535152,12.130377388435429,6.827742150905032,29.32198888031052,175.936249423194,173.2299900027304,1.1596722908896646,0.05894475844386941,0.005061742317535675,1.7643103475539532e-12,8.140692463556093e-06,12.0,,True
120.0,-153.14999999999998,0.85,10.310820780170115,149.54581228792688,12.130377388435429,47.371708569363626,58.65779948121257,175.936249423194,174.5772202575901,1.1612552547211146,0.05954019897046532,0.005061742317535675,-1.708248149594295e-11,2.864903757191804e-06,8.0,,True
